Row ID,order_id,order_date,order_priority,quantity,revenue,discount_rate,ship_mode,profit,unit_price,shipping_cost,client_name,region_detail,region,client_segment,product_category,product_subcategory,product_name,pack_type,base_margin_pct,ship_date,order_year,order_month,margin_value,delivery_days
4500,32036,2011-10-05,Medium,25,362.52,0.07,Regular Air,-68.49,14.97,7.51,Pauline Chand,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Pizazz¨ Global Quick Fileª,Small Box,0.57,2011-10-06,2011,2011-10,206.63639999999998,1
4540,32295,2009-01-07,High,11,607.597,0.07,Regular Air,-112.24,65.99,5.99,Pauline Chand,Ontario,Ontario,Small Business,Technology,Telephones and Communication,i1000,Small Box,0.58,2009-01-08,2009,2009-01,352.40626,1
4702,33505,2010-09-25,Low,32,117.78,0.09,Regular Air,20.82,4.0,1.3,Pete Armstrong,Ontario,Ontario,Consumer,Office Supplies,Paper,EcoTones¨ Memo Sheets,Wrap Bag,0.37,2010-09-29,2010,2010-09,43.5786,4
4703,33505,2010-09-25,Low,35,2463.2405,0.07,Express Air,310.57,85.99,10.78,Pete Armstrong,Ontario,Ontario,Consumer,Technology,Telephones and Communication,3395,Small Box,0.58,2010-09-25,2010,2010-09,1428.6794899999998,0
4797,34086,2012-04-29,High,41,2251.9135,0.04,Regular Air,655.91,65.99,2.5,Nat Gilpin,Ontario,Ontario,Consumer,Technology,Telephones and Communication,6190,Small Box,0.55,2012-05-01,2012,2012-04,1238.552425,2
4809,34209,2010-08-24,High,48,705.44,0.04,Regular Air,165.9,14.2,5.3,Ritsa Hightower,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Coloredge Poster Frame,Wrap Bag,0.46,2010-08-26,2010,2010-08,324.5024,2
4810,34209,2010-08-24,High,29,1041.72,0.03,Regular Air,437.61,35.44,4.92,Ritsa Hightower,Ontario,Ontario,Corporate,Office Supplies,Paper,Staples Colored Bar Computer Paper,Small Box,0.38,2010-08-26,2010,2010-08,395.85360000000003,2
5176,36807,2009-03-16,Medium,14,211.88,0.1,Regular Air,78.45,15.57,1.39,Daniel Raglin,Ontario,Ontario,Corporate,Office Supplies,Envelopes,Park Ridgeª Embossed Executive Business Envelopes,Small Box,0.38,2009-03-17,2009,2009-03,80.5144,1
5247,37318,2010-04-15,Medium,32,1031.23,0.07,Regular Air,-138.54,33.98,19.99,Nat Gilpin,Ontario,Ontario,Consumer,Furniture,Office Furnishings,"Linden¨ 12"" Wall Clock With Oak Frame",Small Box,0.55,2010-04-17,2010,2010-04,567.1765,2
5412,38496,2010-02-20,Critical,23,116.57,0.07,Regular Air,-43.18,4.98,4.72,Pauline Chand,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1949,Small Box,0.36,2010-02-22,2010,2010-02,41.965199999999996,2
5878,41702,2010-12-22,Not Specified,21,3323.44,0.03,Regular Air,99.88,152.48,4.0,Corinna Mitchell,Ontario,Ontario,Corporate,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.79,2010-12-23,2010,2010-12,2625.5176,1
5879,41702,2010-12-22,Not Specified,5,27.9,0.02,Regular Air,-22.82,4.28,6.72,Corinna Mitchell,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1927,Small Box,0.4,2010-12-24,2010,2010-12,11.16,2
6317,44706,2010-03-30,Low,18,7556.61,0.08,Delivery Truck,-352.24,424.21,110.2,Ritsa Hightower,Ontario,Ontario,Corporate,Furniture,Tables,Bush Advantage Collection¨ Racetrack Conference Table,Jumbo Box,0.67,2010-04-01,2010,2010-03,5062.9287,2
6318,44706,2010-03-30,Low,33,47.48,0.07,Regular Air,3.35,1.48,0.7,Ritsa Hightower,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,Binder Clips by OIC,Wrap Bag,0.37,2010-04-04,2010,2010-03,17.5676,5
6383,45347,2010-09-29,Medium,10,8704.08,0.05,Delivery Truck,1034.54,880.98,44.55,Ritsa Hightower,Ontario,Ontario,Corporate,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Jumbo Box,0.62,2010-09-30,2010,2010-09,5396.5296,1
6384,45347,2010-09-29,Medium,41,24051.49,0.07,Express Air,9791.04,599.99,24.49,Ritsa Hightower,Ontario,Ontario,Corporate,Technology,Copiers and Fax,Hewlett Packard LaserJet 3310 Copier,Large Box,0.37,2010-10-01,2010,2010-09,8899.051300000001,2
6559,46627,2009-06-11,Critical,3,21.46,0.05,Regular Air,-14.22,5.28,6.26,Eva Jacobs,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1928,Small Box,0.4,2009-06-12,2009,2009-06,8.584000000000001,1
6560,46627,2009-06-11,Critical,24,1388.628,0.03,Regular Air,261.52,65.99,5.26,Eva Jacobs,Ontario,Ontario,Home Office,Technology,Telephones and Communication,8860,Small Box,0.56,2009-06-12,2009,2009-06,777.6316800000001,1
6628,47168,2009-06-21,Not Specified,24,2920.83,0.02,Delivery Truck,1068.16,119.99,14.0,Corinna Mitchell,Ontario,Ontario,Corporate,Technology,Office Machines,Epson C82 Color Inkjet Printer,Jumbo Drum,0.36,2009-06-22,2009,2009-06,1051.4987999999998,1
6629,47168,2009-06-21,Not Specified,42,262.3,0.09,Regular Air,-255.2,6.48,9.68,Corinna Mitchell,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1993,Small Box,0.36,2009-06-22,2009,2009-06,94.428,1
7011,50051,2009-10-04,Medium,17,103.72,0.02,Regular Air,-72.06,5.53,6.98,Jas O'Carroll,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Avery Durable Poly Binders,Small Box,0.39,2009-10-06,2009,2009-10,40.4508,2
7012,50051,2009-10-04,Medium,4,185.15,0.09,Regular Air,10.2,41.47,34.2,Jas O'Carroll,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Eldon Econocleat¨ Chair Mats for Low Pile Carpets,Wrap Bag,0.73,2009-10-06,2009,2009-10,135.1595,2
7068,50433,2012-01-19,Critical,50,6628.55,0.1,Delivery Truck,1081.65,145.45,17.85,Jennifer Halladay,Ontario,Ontario,Home Office,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56,2012-01-21,2012,2012-01,3711.9880000000003,2
7106,50721,2012-02-27,High,33,9758.7,0.04,Regular Air,3793.7,304.99,19.99,Jennifer Halladay,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box,0.4,2012-02-29,2012,2012-02,3903.4800000000005,2
7114,50758,2012-07-12,Medium,17,128.5,0.02,Express Air,-44.69,6.68,6.93,Ritsa Hightower,Ontario,Ontario,Corporate,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Small Box,0.37,2012-07-14,2012,2012-07,47.545,2
7135,50883,2012-06-01,Low,35,6739.92,0.01,Delivery Truck,957.29,180.98,30.0,Pauline Chand,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.69,2012-06-01,2012,2012-06,4650.5448,0
7219,51524,2010-03-14,Medium,16,2723.1,0.07,Regular Air,-446.31,167.27,35.0,Pauline Chand,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Large Box,0.85,2010-03-15,2010,2010-03,2314.6349999999998,1
7220,51524,2010-03-14,Medium,20,347.2675,0.06,Express Air,-71.09,20.99,0.99,Pauline Chand,Ontario,Ontario,Small Business,Technology,Telephones and Communication,Accessory15,Small Pack,0.83,2010-03-16,2010,2010-03,288.23202499999996,2
7345,52322,2010-02-02,Low,1,5.7,0.1,Regular Air,-2.34,3.95,2.0,Joni Blumstein,Ontario,Ontario,Consumer,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks,Wrap Bag,0.53,2010-02-09,2010,2010-02,3.0210000000000004,7
7427,52932,2012-05-12,Low,3,26.23,0.0,Regular Air,-13.72,6.48,6.6,Joni Blumstein,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 21,Small Box,0.37,2012-05-17,2012,2012-05,9.7051,5
7431,52995,2012-03-15,Not Specified,8,33.39,0.03,Regular Air,-35.51,3.36,6.27,Nat Gilpin,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,0.4,2012-03-15,2012,2012-03,13.356000000000002,0
7435,53024,2012-05-12,Not Specified,9,187.13,0.09,Regular Air,12.4,20.28,14.39,Ritsa Hightower,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Career Cubicle Clock, 8 1/4"", Black",Small Box,0.47,2012-05-13,2012,2012-05,87.9511,1
7436,53024,2012-05-12,Not Specified,46,2255.1945,0.03,Regular Air,74.51,55.99,5.0,Ritsa Hightower,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Accessory6,Small Pack,0.8,2012-05-13,2012,2012-05,1804.1556,1
7567,54145,2010-01-02,Low,34,70.25,0.1,Regular Air,-133.06,2.08,5.33,Joni Blumstein,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Eldon¨ Wave Desk Accessories,Small Box,0.43,2010-01-02,2010,2010-01,30.2075,0
7804,55840,2009-08-17,Medium,11,59.03,0.04,Regular Air,-25.21,4.98,4.86,Jas O'Carroll,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 190,Small Box,0.38,2009-08-17,2009,2009-08,22.4314,0
7964,56930,2012-08-17,Low,10,987.54,0.07,Regular Air,-396.84,101.41,35.0,Eva Jacobs,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Tennsco Regal Shelving Units,Large Box,0.82,2012-08-17,2012,2012-08,809.7828,0
8068,57570,2012-09-28,High,27,1823.04,0.09,Delivery Truck,-190.78,70.98,26.74,Daniel Raglin,Ontario,Ontario,Corporate,Furniture,Bookcases,"Hon Metal Bookcases, Black",Jumbo Box,0.6,2012-09-30,2012,2012-09,1093.8239999999998,2
8121,58051,2012-03-20,High,6,256.6,0.0,Regular Air,-106.76,39.98,7.12,Pauline Chand,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"IBM Active Response Keyboard, Black",Small Box,0.67,2012-03-22,2012,2012-03,171.92200000000003,2
8311,59392,2010-06-26,Medium,19,39.42,0.08,Regular Air,-29.02,2.12,1.99,Pauline Chand,Ontario,Ontario,Corporate,Technology,Computer Peripherals,Fuji Slim Jewel Case CD-R,Small Pack,0.55,2010-06-27,2010,2010-06,21.681,1
8312,59392,2010-06-26,Medium,45,1305.31,0.03,Regular Air,589.2,28.48,1.99,Pauline Chand,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,2010-06-28,2010,2010-06,522.124,2
461,3136,2009-08-09,Not Specified,8,238.74,0.1,Regular Air,-38.89,30.98,8.99,Paul Prost,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Small Pack,0.58,2009-08-11,2009,2009-08,138.4692,2
534,3648,2010-06-16,Low,46,134.81,0.1,Regular Air,52.36,3.15,0.49,Philip Brown,Ontario,Ontario,Home Office,Office Supplies,Labels,Self-Adhesive Removable Labels,Small Box,0.37,2010-06-18,2010,2010-06,49.8797,2
535,3648,2010-06-16,Low,34,5488.5265,0.05,Regular Air,1382.45,195.99,4.2,Philip Brown,Ontario,Ontario,Home Office,Technology,Telephones and Communication,KH 688,Small Box,0.57,2010-06-23,2010,2010-06,3128.4601049999997,7
870,6246,2009-10-21,Not Specified,13,52.38,0.06,Regular Air,11.72,3.93,0.99,Philip Brown,Ontario,Ontario,Home Office,Office Supplies,Rubber Bands,Staples Vinyl Coated Paper Clips,Wrap Bag,0.39,2009-10-23,2009,2009-10,20.4282,2
1242,9028,2010-12-21,Low,48,14556.67,0.04,Delivery Truck,3829.63,306.14,26.53,Michael Nguyen,Ontario,Ontario,Small Business,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Jumbo Drum,0.56,2010-12-25,2010,2010-12,8151.735200000001,4
1294,9478,2009-03-28,High,48,522.97,0.04,Regular Air,29.98,10.4,5.4,Philip Brown,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Small Pack,0.51,2009-03-29,2009,2009-03,266.7147,1
1295,9478,2009-03-28,High,48,199.46,0.08,Regular Air,-121.2,4.28,4.79,Philip Brown,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1962,Small Box,0.4,2009-03-30,2009,2009-03,79.784,2
1715,12323,2011-04-02,Not Specified,32,513.74,0.02,Regular Air,-28.68,15.15,10.13,Lisa DeCherney,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Plastic Binding Combs,Small Box,0.38,2011-04-03,2011,2011-04,195.2212,1
1716,12323,2011-04-02,Not Specified,4,36.8,0.0,Regular Air,14.19,7.38,5.21,Lisa DeCherney,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Eldon¨ Expressionsª Wood Desk Accessories, Oak",Small Box,0.56,2011-04-04,2011,2011-04,20.608,2
1934,13830,2009-12-21,High,27,2609.53,0.0,Regular Air,911.66,90.48,19.99,Michael Nguyen,Ontario,Ontario,Small Business,Office Supplies,Envelopes,Tyvek¨ Side-Opening Peel & Seel¨ Expanding Envelopes,Small Box,0.4,2009-12-24,2009,2009-12,1043.8120000000001,3
2069,14791,2010-02-14,Medium,29,1576.223,0.05,Regular Air,286.12,65.99,3.99,Lisa DeCherney,Ontario,Ontario,Consumer,Technology,Telephones and Communication,TIMEPORT P8767,Small Box,0.57,2010-02-15,2010,2010-02,898.44711,1
2484,18085,2011-09-25,High,23,8127.51,0.01,Delivery Truck,1541.25,348.21,40.19,Lisa DeCherney,Ontario,Ontario,Corporate,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box,0.62,2011-09-27,2011,2011-09,5039.0562,2
2485,18085,2011-09-25,High,33,5352.9345,0.09,Regular Air,1343.21,195.99,4.2,Lisa DeCherney,Ontario,Ontario,Corporate,Technology,Telephones and Communication,KH 688,Small Box,0.57,2011-09-26,2011,2011-09,3051.172665,1
2863,20674,2010-12-08,High,37,17717.34,0.0,Delivery Truck,8291.08,500.97,69.3,Philip Brown,Ontario,Ontario,Corporate,Technology,Office Machines,Epson Stylus 1520 Color Inkjet Printer,Jumbo Drum,0.37,2010-12-09,2010,2010-12,6555.4158,1
3496,24903,2010-10-19,Low,33,1646.47,0.05,Regular Air,743.59,48.91,5.81,Paul Prost,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1891,Small Box,0.38,2010-10-26,2010,2010-10,625.6586,7
3603,25735,2010-12-30,Not Specified,45,260.37,0.02,Regular Air,44.15,5.58,1.99,Lisa DeCherney,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,DIXON Ticonderoga¨ Erasable Checking Pencils,Wrap Bag,0.46,2011-01-13,2010,2010-12,119.7702,14
4188,29762,2010-08-03,Critical,33,3268.56,0.03,Delivery Truck,-1181.71,95.95,74.35,Philip Brown,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum,0.57,2010-08-04,2010,2010-08,1863.0792,1
4199,29856,2012-06-08,Medium,24,115.54,0.04,Regular Air,43.35,4.98,0.8,Lisa DeCherney,Ontario,Ontario,Consumer,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Wrap Bag,0.36,2012-06-11,2012,2012-06,41.5944,3
4574,32580,2011-09-15,High,23,166.8,0.03,Regular Air,44.59,7.4,1.71,Paul MacIntyre,Ontario,Ontario,Corporate,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Wrap Bag,0.4,2011-09-15,2011,2011-09,66.72000000000001,0
4575,32580,2011-09-15,High,38,261.38,0.05,Regular Air,-172.35,6.48,8.74,Paul MacIntyre,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1984,Small Box,0.36,2011-09-17,2011,2011-09,94.0968,2
4788,34017,2009-03-23,High,20,103.39,0.05,Express Air,29.17,4.84,0.71,Paul Prost,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,2009-03-23,2009,2009-03,53.7628,0
4789,34017,2009-03-23,High,28,435.39,0.01,Regular Air,-48.97,14.98,7.69,Paul Prost,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Small Box,0.57,2009-03-25,2009,2009-03,248.17229999999998,2
6013,42597,2010-03-25,Medium,5,29.66,0.04,Regular Air,-32.78,4.98,4.32,Paul Prost,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Small Pack,0.64,2010-03-27,2010,2010-03,18.982400000000002,2
6587,46884,2009-01-17,Medium,25,280.43,0.1,Regular Air,39.52,11.55,2.36,Paul Prost,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 309,Wrap Bag,0.55,2009-01-18,2009,2009-01,154.2365,1
7347,52325,2012-07-14,Not Specified,23,5126.3,0.07,Regular Air,2019.19,223.98,15.01,Paul MacIntyre,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL200 Manual Binding Machine,Small Box,0.38,2012-07-14,2012,2012-07,1947.9940000000001,0
7478,53382,2009-12-27,Not Specified,13,88.17,0.1,Regular Air,-572.49,3.25,49.0,Paul MacIntyre,Ontario,Ontario,Corporate,Office Supplies,Appliances,"Bravo IIª Megaboss¨ 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Large Box,0.56,2009-12-28,2009,2009-12,49.37520000000001,1
7479,53382,2009-12-27,Not Specified,15,4760.02,0.0,Delivery Truck,658.88,300.98,64.73,Paul MacIntyre,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.56,2009-12-28,2009,2009-12,2665.6112000000003,1
7523,53728,2011-10-22,High,27,1502.66,0.07,Regular Air,637.6,58.1,1.49,Paul MacIntyre,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Avery Arch Ring Binders,Small Box,0.38,2011-10-23,2011,2011-10,571.0108,1
10,65,2011-03-17,Critical,32,3812.73,0.02,Regular Air,1470.3,115.79,1.99,Tamara Dahlen,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",Small Pack,0.49,2011-03-18,2011,2011-03,1868.2377,1
39,230,2010-10-26,Critical,47,2029.75,0.06,Regular Air,320.37,43.98,8.99,Erin Creighton,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Small Pack,0.58,2010-10-28,2010,2010-10,1177.2549999999999,2
40,230,2010-10-26,Critical,11,1118.396,0.06,Regular Air,-212.33,125.99,8.08,Erin Creighton,Ontario,Ontario,Corporate,Technology,Telephones and Communication,StarTAC ST7762,Small Box,0.57,2010-10-28,2010,2010-10,637.4857199999999,2
61,355,2009-06-13,Low,16,1239.6315,0.0,Regular Air,-172.55,85.99,0.99,Henry MacAllister,Ontario,Ontario,Small Business,Technology,Telephones and Communication,Accessory4,Wrap Bag,0.85,2009-06-18,2009,2009-06,1053.686775,5
75,449,2011-07-19,High,45,356.7,0.02,Regular Air,-48.97,7.38,5.21,Candace McMahon,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Eldon¨ Expressionsª Wood Desk Accessories, Oak",Small Box,0.56,2011-07-21,2011,2011-07,199.752,2
101,640,2010-01-22,High,39,4913.69,0.02,Delivery Truck,-1153.9,120.98,58.64,Tamara Chand,Ontario,Ontario,Consumer,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,Jumbo Box,0.75,2010-01-23,2010,2010-01,3685.2675,1
102,640,2010-01-22,High,24,464.77,0.01,Regular Air,29.42,18.97,9.54,Tamara Chand,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1939,Small Box,0.37,2010-01-23,2010,2010-01,171.9649,1
106,646,2009-11-21,High,18,173.2,0.01,Regular Air,-10.9,9.31,3.98,Duane Huffman,Ontario,Ontario,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Acme¨ Forged Steel Scissors with Black Enamel Handles,Small Pack,0.56,2009-11-22,2009,2009-11,96.992,1
132,835,2011-10-07,Not Specified,18,125.16,0.02,Regular Air,-23.48,6.48,5.14,Duane Huffman,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 23,Small Box,0.37,2011-10-08,2011,2011-10,46.3092,1
138,896,2010-03-08,Critical,50,1246.52,0.01,Regular Air,52.48,24.92,12.98,Edward Nazzal,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.39,2010-03-08,2010,2010-03,486.1428,0
159,994,2009-04-19,Low,38,132.07,0.06,Regular Air,14.0,3.58,1.63,Kelly Lampkin,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,"OIC Colored Binder Clips, Assorted Sizes",Wrap Bag,0.36,2009-04-23,2009,2009-04,47.545199999999994,4
167,1057,2012-02-19,Critical,41,341.36,0.09,Regular Air,-52.48,8.46,3.62,Anthony Witt,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Small Pack,0.61,2012-02-21,2012,2012-02,208.2296,2
228,1538,2011-06-17,Not Specified,15,1297.304,0.0,Regular Air,149.82,95.99,4.9,Ted Trevino,Ontario,Ontario,Corporate,Technology,Telephones and Communication,T60,Small Box,0.56,2011-06-18,2011,2011-06,726.4902400000001,1
247,1701,2012-05-18,High,49,2047.58,0.01,Regular Air,902.62,40.98,1.99,Ed Ludwig,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.44,2012-05-20,2012,2012-05,900.9352,2
248,1701,2012-05-18,High,1,56.61,0.02,Regular Air,-22.16,40.97,14.45,Ed Ludwig,Ontario,Ontario,Consumer,Furniture,Office Furnishings,Dana Halogen Swing-Arm Architect Lamp,Large Box,0.57,2012-05-20,2012,2012-05,32.2677,2
274,1891,2009-12-14,Low,3,302.36,0.09,Regular Air,290.31,107.53,5.81,Jeremy Ellison,Ontario,Ontario,Small Business,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.65,2009-12-16,2009,2009-12,196.53400000000002,2
289,2022,2012-03-14,Critical,45,186.44,0.0,Regular Air,-157.18,3.95,5.13,Alan Hwang,Ontario,Ontario,Corporate,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guardª & Commercial Ltweight Upright Vacs, 2/Pk",Small Box,0.59,2012-03-15,2012,2012-03,109.99959999999999,1
312,2181,2011-09-12,Medium,40,102.56,0.06,Regular Air,36.62,2.61,0.5,Kelly Lampkin,Ontario,Ontario,Home Office,Office Supplies,Labels,Avery 494,Small Box,0.39,2011-09-12,2011,2011-09,39.998400000000004,0
313,2181,2011-09-12,Medium,3,15.87,0.01,Express Air,2.53,3.49,0.76,Kelly Lampkin,Ontario,Ontario,Home Office,Office Supplies,Rubber Bands,OIC Bulk Pack Metal Binder Clips,Wrap Bag,0.39,2011-09-14,2011,2011-09,6.1893,2
378,2628,2010-10-21,Low,14,34.59,0.04,Regular Air,-60.13,2.18,5.0,Eileen Kiefer,Ontario,Ontario,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",*Staples* Letter Opener,Wrap Bag,0.81,2010-10-26,2010,2010-10,28.017900000000004,5
379,2628,2010-10-21,Low,29,5029.216,0.02,Delivery Truck,-752.83,218.75,69.64,Eileen Kiefer,Ontario,Ontario,Consumer,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,2010-10-30,2010,2010-10,3872.49632,9
392,2691,2012-04-29,Low,14,3363.14,0.1,Delivery Truck,98.75,260.98,41.91,Ted Trevino,Ontario,Ontario,Corporate,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Jumbo Box,0.59,2012-05-08,2012,2012-04,1984.2525999999998,9
434,2912,2012-03-11,Low,7,16587.13,0.08,Delivery Truck,-3476.86,2550.14,29.7,Tamara Dahlen,Ontario,Ontario,Corporate,Technology,Office Machines,Epson DFX-8500 Dot Matrix Printer,Jumbo Drum,0.57,2012-03-13,2012,2012-03,9454.6641,2
435,2912,2012-03-11,Low,9,507.98,0.05,Express Air,170.9,55.98,4.86,Tamara Dahlen,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1908,Small Box,0.36,2012-03-18,2012,2012-03,182.8728,7
472,3235,2011-11-14,Low,31,142.97,0.1,Express Air,-12.26,4.71,0.7,James Lanier,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,Sterling Rubber Bands by Alliance,Wrap Bag,0.85,2011-11-16,2011,2011-11,121.52449999999999,2
473,3266,2011-03-16,Low,4,17.12,0.03,Regular Air,-2.55,3.8,1.49,Edward Becker,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38,2011-03-20,2011,2011-03,6.5056,4
487,3363,2011-09-22,High,21,8185.89,0.09,Regular Air,2137.28,415.88,11.37,Gary Zandusky,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Deluxe Rollaway Locking File with Drawer,Small Box,0.57,2011-09-22,2011,2011-09,4665.9573,0
521,3585,2009-11-22,High,27,259.72,0.07,Regular Air,78.05,10.06,2.06,Ann Blume,Ontario,Ontario,Corporate,Office Supplies,Paper,Riverleaf Stik-Withit¨ Designer Note Cubes¨,Wrap Bag,0.39,2009-11-22,2009,2009-11,101.29080000000002,0
522,3585,2009-11-22,High,34,54.69,0.07,Regular Air,-35.75,1.68,1.57,Ann Blume,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,0.59,2009-11-23,2009,2009-11,32.2671,1
550,3745,2010-09-28,Low,38,1143.35,0.04,Express Air,411.1,29.18,8.55,Erin Smith,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Deflect-o SuperTrayª Unbreakable Stackable Tray, Letter, Black",Small Box,0.42,2010-09-30,2010,2010-09,480.20699999999994,2
605,4128,2011-10-06,Not Specified,38,391.42,0.04,Regular Air,25.03,9.99,5.12,Allen Golden,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1948,Small Box,0.4,2011-10-08,2011,2011-10,156.568,2
625,4354,2009-09-29,Not Specified,6,49.04,0.02,Regular Air,7.74,7.38,5.21,Erin Creighton,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"Eldon¨ Expressionsª Wood Desk Accessories, Oak",Small Box,0.56,2009-09-30,2009,2009-09,27.462400000000002,1
645,4550,2009-12-28,High,32,3730.54,0.07,Delivery Truck,1369.09,119.99,16.8,Gary Zandusky,Ontario,Ontario,Home Office,Technology,Office Machines,Epson C62 Color Inkjet Printer,Jumbo Box,0.35,2009-12-30,2009,2009-12,1305.6889999999999,2
680,4743,2010-03-30,Low,29,352.55,0.09,Regular Air,128.99,12.97,1.49,Gary Zandusky,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Small Box,0.35,2010-04-03,2010,2010-03,123.3925,4
